ID,GENDER,CAR,REALITY,NO_OF_CHILD,FAMILY_TYPE,HOUSE_TYPE,WORK_PHONE,PHONE,E_MAIL,FAMILY SIZE,BEGIN_MONTH,AGE,YEARS_EMPLOYED,TARGET,INCOME,INCOME_TYPE,EDUCATION_TYPE,TOTAL_CONTACTS,HAS_CAR,HAS_PROPERTY,INCOME_BAND,INCOME_PER_PERSON,CHILD_RATIO
5010529,M,Y,Y,1.0,Married,Office apartment,0,0,0,3.0,24,51.0,7.0,0,360000.0,Working,Higher education,0.0,1,1,Upper_Middle,150000.0,0.3333333333333333
5010530,M,Y,Y,1.0,Married,Office apartment,0,0,0,3.0,45,51.0,7.0,0,360000.0,Working,Higher education,0.0,1,1,Upper_Middle,150000.0,0.3333333333333333
5010534,M,Y,Y,0.0,Married,House / apartment,0,0,0,2.0,5,58.0,4.0,0,90000.0,Working,Secondary / secondary special,0.0,1,1,Low,45000.0,0.0
5010535,F,Y,N,2.0,Married,House / apartment,0,0,0,4.0,52,38.0,8.0,1,135000.0,Working,Secondary / secondary special,0.0,1,0,Lower_Middle,33750.0,0.5
5010536,F,Y,N,2.0,Married,House / apartment,0,0,0,4.0,52,38.0,8.0,0,135000.0,Working,Secondary / secondary special,0.0,1,0,Lower_Middle,33750.0,0.5
5010539,F,Y,N,2.0,Married,House / apartment,0,0,0,4.0,52,38.0,8.0,0,135000.0,Working,Secondary / secondary special,0.0,1,0,Lower_Middle,33750.0,0.5
5010540,F,Y,N,2.0,Married,House / apartment,0,0,0,4.0,1,38.0,8.0,0,135000.0,Working,Secondary / secondary special,0.0,1,0,Lower_Middle,33750.0,0.5
5010541,F,Y,N,2.0,Married,House / apartment,0,0,0,4.0,52,38.0,8.0,1,135000.0,Working,Secondary / secondary special,0.0,1,0,Lower_Middle,33750.0,0.5
5010542,F,Y,Y,0.0,Separated,House / apartment,0,1,0,1.0,46,50.0,8.0,0,315000.0,Commercial associate,Secondary / secondary special,2.0,1,1,Upper_Middle,234000.0,0.0
5010543,F,Y,Y,0.0,Separated,House / apartment,0,1,0,1.0,15,50.0,8.0,0,315000.0,Commercial associate,Secondary / secondary special,2.0,1,1,Upper_Middle,234000.0,0.0
5010544,F,Y,Y,0.0,Separated,House / apartment,0,1,0,1.0,15,50.0,8.0,0,315000.0,Commercial associate,Secondary / secondary special,2.0,1,1,Upper_Middle,234000.0,0.0
5010545,F,Y,Y,0.0,Separated,House / apartment,0,1,0,1.0,15,50.0,8.0,0,315000.0,Commercial associate,Secondary / secondary special,2.0,1,1,Upper_Middle,234000.0,0.0
5010546,F,Y,Y,0.0,Separated,House / apartment,0,1,0,1.0,21,50.0,8.0,0,315000.0,Commercial associate,Secondary / secondary special,2.0,1,1,Upper_Middle,234000.0,0.0
5010547,F,Y,Y,0.0,Separated,House / apartment,0,1,0,1.0,4,50.0,8.0,0,315000.0,Commercial associate,Secondary / secondary special,2.0,1,1,Upper_Middle,234000.0,0.0
5010548,F,Y,Y,0.0,Separated,House / apartment,0,1,0,1.0,39,50.0,8.0,0,315000.0,Commercial associate,Secondary / secondary special,2.0,1,1,Upper_Middle,234000.0,0.0
5010549,F,Y,Y,0.0,Separated,House / apartment,0,1,0,1.0,46,50.0,8.0,0,315000.0,Commercial associate,Secondary / secondary special,2.0,1,1,Upper_Middle,234000.0,0.0
5010551,F,Y,Y,0.0,Separated,House / apartment,0,1,0,1.0,6,50.0,8.0,0,315000.0,Commercial associate,Secondary / secondary special,2.0,1,1,Upper_Middle,234000.0,0.0
5010553,F,Y,Y,0.0,Separated,House / apartment,0,1,0,1.0,9,50.0,8.0,0,315000.0,Commercial associate,Secondary / secondary special,2.0,1,1,Upper_Middle,234000.0,0.0
5010556,M,Y,Y,0.0,Married,House / apartment,0,1,0,2.0,58,43.0,8.0,0,135000.0,Commercial associate,Secondary / secondary special,1.0,1,1,Lower_Middle,67500.0,0.0
5010557,M,Y,Y,0.0,Married,House / apartment,0,1,0,2.0,46,43.0,8.0,0,135000.0,Commercial associate,Secondary / secondary special,1.0,1,1,Lower_Middle,67500.0,0.0
5010558,M,Y,Y,0.0,Married,House / apartment,0,1,0,2.0,38,43.0,8.0,0,135000.0,Commercial associate,Secondary / secondary special,1.0,1,1,Lower_Middle,67500.0,0.0
5010559,M,Y,Y,0.0,Married,House / apartment,0,1,0,2.0,38,43.0,8.0,0,135000.0,Commercial associate,Secondary / secondary special,1.0,1,1,Lower_Middle,67500.0,0.0
5010560,M,Y,Y,0.0,Married,House / apartment,0,1,0,2.0,38,43.0,8.0,0,135000.0,Commercial associate,Secondary / secondary special,1.0,1,1,Lower_Middle,67500.0,0.0
5010564,F,Y,Y,0.0,Married,House / apartment,0,0,0,2.0,12,28.0,5.0,0,121500.0,Working,Higher education,1.0,1,1,Lower_Middle,60750.0,0.0
5010565,F,Y,Y,0.0,Married,House / apartment,0,0,0,2.0,22,28.0,5.0,0,121500.0,Working,Higher education,1.0,1,1,Lower_Middle,60750.0,0.0
5010566,F,Y,Y,0.0,Married,House / apartment,0,0,0,2.0,53,28.0,5.0,0,121500.0,Working,Higher education,1.0,1,1,Lower_Middle,60750.0,0.0
5010567,F,Y,Y,0.0,Married,House / apartment,0,0,0,2.0,35,28.0,5.0,0,121500.0,Working,Higher education,1.0,1,1,Lower_Middle,60750.0,0.0
5010568,F,Y,Y,0.0,Married,House / apartment,0,0,0,2.0,4,28.0,5.0,0,121500.0,Working,Higher education,1.0,1,1,Lower_Middle,60750.0,0.0
5010569,F,Y,Y,0.0,Married,House / apartment,0,0,0,2.0,53,28.0,5.0,0,121500.0,Working,Higher education,1.0,1,1,Lower_Middle,60750.0,0.0
5010570,F,Y,Y,0.0,Married,House / apartment,0,0,0,2.0,11,28.0,5.0,0,121500.0,Working,Higher education,1.0,1,1,Lower_Middle,60750.0,0.0
5010571,F,Y,Y,0.0,Married,House / apartment,0,0,0,2.0,19,28.0,5.0,0,121500.0,Working,Higher education,1.0,1,1,Lower_Middle,60750.0,0.0
5010572,F,Y,Y,0.0,Married,House / apartment,0,0,0,2.0,23,28.0,5.0,0,121500.0,Working,Higher education,1.0,1,1,Lower_Middle,60750.0,0.0
5010573,F,Y,Y,0.0,Married,House / apartment,0,0,0,2.0,48,28.0,5.0,0,121500.0,Working,Higher education,1.0,1,1,Lower_Middle,60750.0,0.0
5010574,M,Y,Y,1.0,Married,House / apartment,0,0,0,3.0,32,31.0,4.0,0,247500.0,Working,Secondary / secondary special,1.0,1,1,Middle,82500.0,0.3333333333333333
5010575,M,Y,Y,1.0,Married,House / apartment,0,0,0,3.0,49,31.0,4.0,0,247500.0,Working,Secondary / secondary special,1.0,1,1,Middle,82500.0,0.3333333333333333
5010578,M,Y,Y,1.0,Married,House / apartment,0,0,0,3.0,42,31.0,4.0,0,247500.0,Working,Secondary / secondary special,1.0,1,1,Middle,82500.0,0.3333333333333333
5010579,M,Y,Y,1.0,Married,House / apartment,0,0,0,3.0,26,31.0,4.0,0,247500.0,Working,Secondary / secondary special,1.0,1,1,Middle,82500.0,0.3333333333333333
5010583,F,N,N,1.0,Married,House / apartment,0,0,0,3.0,43,39.0,5.0,0,72000.0,Commercial associate,Higher education,1.0,0,0,Low,24000.0,0.3333333333333333
5010584,M,Y,N,0.0,Married,House / apartment,0,0,0,2.0,14,56.0,1.0,0,135000.0,Working,Secondary / secondary special,0.0,1,0,Lower_Middle,67500.0,0.0
5010585,M,Y,N,0.0,Married,House / apartment,0,0,0,2.0,8,56.0,1.0,0,135000.0,Working,Secondary / secondary special,0.0,1,0,Lower_Middle,67500.0,0.0
5010586,M,Y,Y,1.0,Married,House / apartment,0,0,0,3.0,39,46.0,9.0,0,180000.0,Working,Secondary / secondary special,0.0,1,1,Lower_Middle,60000.0,0.3333333333333333
5010587,M,Y,Y,1.0,Married,House / apartment,0,0,0,3.0,7,46.0,9.0,0,180000.0,Working,Secondary / secondary special,0.0,1,1,Lower_Middle,60000.0,0.3333333333333333
5010588,M,Y,Y,1.0,Married,House / apartment,0,0,0,3.0,8,46.0,9.0,0,180000.0,Working,Secondary / secondary special,0.0,1,1,Lower_Middle,60000.0,0.3333333333333333
5010589,M,Y,Y,1.0,Married,House / apartment,0,0,0,3.0,12,46.0,9.0,0,180000.0,Working,Secondary / secondary special,0.0,1,1,Lower_Middle,60000.0,0.3333333333333333
5010590,M,Y,Y,1.0,Married,House / apartment,0,0,0,3.0,13,46.0,9.0,0,180000.0,Working,Secondary / secondary special,0.0,1,1,Lower_Middle,60000.0,0.3333333333333333
5010591,M,Y,Y,1.0,Married,House / apartment,0,0,0,3.0,28,46.0,9.0,0,180000.0,Working,Secondary / secondary special,0.0,1,1,Lower_Middle,60000.0,0.3333333333333333
5010598,F,N,Y,1.0,Married,House / apartment,0,0,0,3.0,8,30.0,3.0,0,247500.0,Commercial associate,Incomplete higher,0.0,0,1,Middle,82500.0,0.3333333333333333
5090697,F,N,Y,1.0,Married,House / apartment,0,0,0,3.0,31,30.0,3.0,0,247500.0,Commercial associate,Incomplete higher,0.0,0,1,Middle,82500.0,0.3333333333333333
5010599,F,N,Y,2.0,Married,House / apartment,0,0,0,4.0,6,33.0,12.0,0,90000.0,Working,Higher education,0.0,0,1,Low,22500.0,0.5
5010600,F,N,Y,2.0,Married,House / apartment,0,0,0,4.0,1,33.0,12.0,0,90000.0,Working,Higher education,0.0,0,1,Low,22500.0,0.5
5010601,F,N,Y,2.0,Married,House / apartment,0,0,0,4.0,12,33.0,12.0,0,90000.0,Working,Higher education,0.0,0,1,Low,22500.0,0.5
5010602,F,N,Y,2.0,Married,House / apartment,0,0,0,4.0,18,33.0,12.0,0,90000.0,Working,Higher education,0.0,0,1,Low,22500.0,0.5
5010603,F,N,Y,2.0,Married,House / apartment,0,0,0,4.0,24,33.0,12.0,0,90000.0,Working,Higher education,0.0,0,1,Low,22500.0,0.5
5010604,F,N,Y,2.0,Married,House / apartment,0,0,0,4.0,29,33.0,12.0,0,90000.0,Working,Higher education,0.0,0,1,Low,22500.0,0.5
5010605,F,N,Y,2.0,Married,House / apartment,0,0,0,4.0,33,33.0,12.0,0,90000.0,Working,Higher education,0.0,0,1,Low,22500.0,0.5
5010613,F,N,Y,0.0,Married,House / apartment,0,0,0,2.0,18,51.0,3.0,0,184500.0,Working,Secondary / secondary special,0.0,0,1,Lower_Middle,92250.0,0.0
5010615,F,N,Y,0.0,Civil marriage,House / apartment,0,0,0,2.0,53,58.0,3.0,0,90000.0,Working,Secondary / secondary special,0.0,0,1,Low,45000.0,0.0
5010616,F,N,Y,0.0,Civil marriage,House / apartment,0,0,0,2.0,36,58.0,3.0,0,90000.0,Working,Secondary / secondary special,0.0,0,1,Low,45000.0,0.0
5010617,F,N,Y,0.0,Civil marriage,House / apartment,0,0,0,2.0,44,58.0,3.0,0,90000.0,Working,Secondary / secondary special,0.0,0,1,Low,45000.0,0.0
5010632,F,Y,Y,0.0,Civil marriage,House / apartment,0,0,0,2.0,58,34.0,2.0,0,180000.0,Working,Secondary / secondary special,0.0,1,1,Lower_Middle,90000.0,0.0
5010633,F,Y,Y,0.0,Civil marriage,House / apartment,0,0,0,2.0,54,34.0,2.0,0,180000.0,Working,Secondary / secondary special,0.0,1,1,Lower_Middle,90000.0,0.0
5010635,F,Y,Y,0.0,Civil marriage,House / apartment,0,0,0,2.0,40,34.0,2.0,0,180000.0,Working,Secondary / secondary special,0.0,1,1,Lower_Middle,90000.0,0.0
5010636,F,Y,Y,0.0,Civil marriage,House / apartment,0,0,0,2.0,35,34.0,2.0,0,180000.0,Working,Secondary / secondary special,0.0,1,1,Lower_Middle,90000.0,0.0
5010637,F,Y,Y,0.0,Civil marriage,House / apartment,0,0,0,2.0,36,34.0,2.0,0,180000.0,Working,Secondary / secondary special,0.0,1,1,Lower_Middle,90000.0,0.0
5010638,F,Y,Y,0.0,Civil marriage,House / apartment,0,0,0,2.0,15,34.0,2.0,0,180000.0,Working,Secondary / secondary special,0.0,1,1,Lower_Middle,90000.0,0.0
5010639,F,Y,Y,0.0,Civil marriage,House / apartment,0,0,0,2.0,13,34.0,2.0,0,180000.0,Working,Secondary / secondary special,0.0,1,1,Lower_Middle,90000.0,0.0
5010640,F,Y,Y,0.0,Civil marriage,House / apartment,0,0,0,2.0,13,34.0,2.0,0,180000.0,Working,Secondary / secondary special,0.0,1,1,Lower_Middle,90000.0,0.0
5010641,F,Y,Y,0.0,Civil marriage,House / apartment,0,0,0,2.0,58,34.0,2.0,0,180000.0,Working,Secondary / secondary special,0.0,1,1,Lower_Middle,90000.0,0.0
5010647,M,N,N,1.0,Married,House / apartment,1,1,0,3.0,16,24.0,1.0,0,112500.0,Working,Secondary / secondary special,2.0,0,0,Lower_Middle,37500.0,0.3333333333333333
5010648,M,N,N,1.0,Married,House / apartment,1,1,0,3.0,29,24.0,1.0,0,112500.0,Working,Secondary / secondary special,2.0,0,0,Lower_Middle,37500.0,0.3333333333333333
5010649,M,N,N,1.0,Married,House / apartment,1,1,0,3.0,10,24.0,1.0,0,112500.0,Working,Secondary / secondary special,2.0,0,0,Lower_Middle,37500.0,0.3333333333333333
5010650,M,N,N,1.0,Married,House / apartment,1,1,0,3.0,4,24.0,1.0,0,112500.0,Working,Secondary / secondary special,2.0,0,0,Lower_Middle,37500.0,0.3333333333333333
5010651,M,N,N,1.0,Married,House / apartment,1,1,0,3.0,28,24.0,1.0,0,112500.0,Working,Secondary / secondary special,2.0,0,0,Lower_Middle,37500.0,0.3333333333333333
5010652,M,Y,N,0.0,Single / not married,House / apartment,0,0,0,1.0,40,30.0,3.0,0,180000.0,Working,Higher education,0.0,1,0,Lower_Middle,180000.0,0.0
5010653,M,Y,Y,2.0,Married,House / apartment,0,0,0,4.0,14,37.0,11.0,0,270000.0,Working,Secondary / secondary special,0.0,1,1,Middle,67500.0,0.5
5010654,M,Y,Y,2.0,Married,House / apartment,0,0,0,4.0,16,37.0,11.0,0,270000.0,Working,Secondary / secondary special,0.0,1,1,Middle,67500.0,0.5
5010655,M,Y,Y,2.0,Married,House / apartment,0,0,0,4.0,41,37.0,11.0,0,270000.0,Working,Secondary / secondary special,0.0,1,1,Middle,67500.0,0.5
5010656,M,Y,Y,2.0,Married,House / apartment,0,0,0,4.0,43,37.0,11.0,0,270000.0,Working,Secondary / secondary special,0.0,1,1,Middle,67500.0,0.5
5010657,M,Y,Y,2.0,Married,House / apartment,0,0,0,4.0,4,37.0,11.0,0,270000.0,Working,Secondary / secondary special,0.0,1,1,Middle,67500.0,0.5
5010658,M,Y,Y,2.0,Married,House / apartment,0,0,0,4.0,6,37.0,11.0,0,270000.0,Working,Secondary / secondary special,0.0,1,1,Middle,67500.0,0.5
5010659,M,Y,Y,2.0,Married,House / apartment,0,0,0,4.0,57,37.0,11.0,0,270000.0,Working,Secondary / secondary special,0.0,1,1,Middle,67500.0,0.5
5010660,M,Y,Y,2.0,Married,House / apartment,0,0,0,4.0,33,37.0,11.0,0,270000.0,Working,Secondary / secondary special,0.0,1,1,Middle,67500.0,0.5
5010661,M,Y,Y,2.0,Married,House / apartment,0,0,0,4.0,21,37.0,11.0,0,270000.0,Working,Secondary / secondary special,0.0,1,1,Middle,67500.0,0.5
5010662,M,Y,Y,2.0,Married,House / apartment,0,0,0,4.0,12,37.0,11.0,0,270000.0,Working,Secondary / secondary special,0.0,1,1,Middle,67500.0,0.5
5010663,M,Y,Y,2.0,Married,House / apartment,0,0,0,4.0,20,37.0,11.0,0,270000.0,Working,Secondary / secondary special,0.0,1,1,Middle,67500.0,0.5
5010664,M,Y,Y,2.0,Married,House / apartment,0,0,0,4.0,41,37.0,11.0,0,270000.0,Working,Secondary / secondary special,0.0,1,1,Middle,67500.0,0.5
5010665,M,Y,Y,0.0,Married,House / apartment,0,0,0,2.0,14,47.0,8.0,0,180000.0,Working,Secondary / secondary special,0.0,1,1,Lower_Middle,90000.0,0.0
5010666,M,Y,Y,0.0,Married,House / apartment,0,0,0,2.0,19,47.0,8.0,0,180000.0,Working,Secondary / secondary special,0.0,1,1,Lower_Middle,90000.0,0.0
5010667,M,Y,Y,0.0,Married,House / apartment,0,0,0,2.0,20,47.0,8.0,0,180000.0,Working,Secondary / secondary special,0.0,1,1,Lower_Middle,90000.0,0.0
5010668,M,Y,Y,0.0,Married,House / apartment,0,0,0,2.0,24,47.0,8.0,0,180000.0,Working,Secondary / secondary special,0.0,1,1,Lower_Middle,90000.0,0.0
5010669,M,Y,Y,0.0,Married,House / apartment,0,0,0,2.0,9,47.0,8.0,0,180000.0,Working,Secondary / secondary special,0.0,1,1,Lower_Middle,90000.0,0.0
5010670,M,Y,Y,0.0,Married,House / apartment,0,0,0,2.0,7,47.0,8.0,0,180000.0,Working,Secondary / secondary special,0.0,1,1,Lower_Middle,90000.0,0.0
5010671,M,Y,Y,0.0,Married,House / apartment,0,0,0,2.0,14,47.0,8.0,0,180000.0,Working,Secondary / secondary special,0.0,1,1,Lower_Middle,90000.0,0.0
5010675,F,N,Y,2.0,Civil marriage,House / apartment,0,0,0,4.0,15,35.0,2.0,0,225000.0,Working,Secondary / secondary special,0.0,0,1,Middle,56250.0,0.5
5010676,M,Y,Y,0.0,Married,House / apartment,0,0,0,2.0,3,57.0,2.0,0,189000.0,Working,Secondary / secondary special,1.0,1,1,Lower_Middle,94500.0,0.0
5010677,M,Y,Y,0.0,Married,House / apartment,0,0,0,2.0,27,57.0,2.0,0,189000.0,Working,Secondary / secondary special,1.0,1,1,Lower_Middle,94500.0,0.0
5010678,M,Y,Y,0.0,Married,House / apartment,0,0,0,2.0,33,28.0,6.0,0,292500.0,Working,Higher education,0.0,1,1,Middle,146250.0,0.0
5010679,M,Y,Y,0.0,Married,House / apartment,0,0,0,2.0,54,28.0,6.0,0,292500.0,Working,Higher education,0.0,1,1,Middle,146250.0,0.0
5010680,M,Y,Y,0.0,Married,House / apartment,0,0,0,2.0,41,28.0,6.0,0,292500.0,Working,Higher education,0.0,1,1,Middle,146250.0,0.0
5010681,M,Y,Y,0.0,Married,House / apartment,0,0,0,2.0,14,28.0,6.0,0,292500.0,Working,Higher education,0.0,1,1,Middle,146250.0,0.0
5010682,M,Y,Y,0.0,Married,House / apartment,0,0,0,2.0,12,28.0,6.0,0,292500.0,Working,Higher education,0.0,1,1,Middle,146250.0,0.0
5010683,M,Y,Y,0.0,Married,House / apartment,0,0,0,2.0,14,28.0,6.0,0,292500.0,Working,Higher education,0.0,1,1,Middle,146250.0,0.0
5010684,M,Y,Y,0.0,Married,House / apartment,0,0,0,2.0,19,28.0,6.0,0,292500.0,Working,Higher education,0.0,1,1,Middle,146250.0,0.0
5010685,M,Y,Y,0.0,Married,House / apartment,0,0,0,2.0,36,28.0,6.0,0,292500.0,Working,Higher education,0.0,1,1,Middle,146250.0,0.0
5010686,M,Y,Y,0.0,Married,House / apartment,0,0,0,2.0,43,28.0,6.0,0,292500.0,Working,Higher education,0.0,1,1,Middle,146250.0,0.0
5010689,M,Y,Y,0.0,Single / not married,House / apartment,1,1,0,1.0,18,57.0,1.0,0,99000.0,Working,Secondary / secondary special,2.5,1,1,Low,99000.0,0.0
5010690,M,Y,Y,0.0,Single / not married,House / apartment,1,1,0,1.0,32,57.0,1.0,0,99000.0,Working,Secondary / secondary special,2.5,1,1,Low,99000.0,0.0
5010696,F,Y,Y,2.0,Married,House / apartment,0,0,0,4.0,40,38.0,8.0,0,292500.0,Commercial associate,Higher education,0.0,1,1,Middle,73125.0,0.5
5010697,F,Y,Y,2.0,Married,House / apartment,0,0,0,4.0,40,38.0,8.0,0,292500.0,Commercial associate,Higher education,0.0,1,1,Middle,73125.0,0.5
5010699,F,Y,Y,2.0,Married,House / apartment,0,0,0,4.0,4,38.0,8.0,0,292500.0,Commercial associate,Higher education,0.0,1,1,Middle,73125.0,0.5
5010700,F,Y,Y,2.0,Married,House / apartment,0,0,0,4.0,5,38.0,8.0,0,292500.0,Commercial associate,Higher education,0.0,1,1,Middle,73125.0,0.5
5010701,F,Y,Y,2.0,Married,House / apartment,0,0,0,4.0,10,38.0,8.0,0,292500.0,Commercial associate,Higher education,0.0,1,1,Middle,73125.0,0.5
5010702,F,Y,Y,2.0,Married,House / apartment,0,0,0,4.0,20,38.0,8.0,0,292500.0,Commercial associate,Higher education,0.0,1,1,Middle,73125.0,0.5
5010703,F,Y,Y,2.0,Married,House / apartment,0,0,0,4.0,28,38.0,8.0,0,292500.0,Commercial associate,Higher education,0.0,1,1,Middle,73125.0,0.5
5010706,M,Y,N,0.0,Married,House / apartment,0,1,0,2.0,26,43.0,14.0,0,202500.0,Working,Secondary / secondary special,1.0,1,0,Middle,101250.0,0.0
5010707,M,Y,N,0.0,Married,House / apartment,0,1,0,2.0,29,43.0,14.0,0,202500.0,Working,Secondary / secondary special,1.0,1,0,Middle,101250.0,0.0
5010708,M,Y,N,0.0,Married,House / apartment,0,1,0,2.0,40,43.0,14.0,0,202500.0,Working,Secondary / secondary special,1.0,1,0,Middle,101250.0,0.0
5010709,M,N,Y,2.0,Married,House / apartment,1,1,0,4.0,6,38.0,16.0,0,180000.0,Working,Secondary / secondary special,2.0,0,1,Lower_Middle,45000.0,0.5
5010710,M,N,Y,2.0,Married,House / apartment,1,1,0,4.0,25,38.0,16.0,0,180000.0,Working,Secondary / secondary special,2.0,0,1,Lower_Middle,45000.0,0.5
5010711,M,N,Y,2.0,Married,House / apartment,1,1,0,4.0,50,38.0,16.0,0,180000.0,Working,Secondary / secondary special,2.0,0,1,Lower_Middle,45000.0,0.5
5010713,M,N,Y,2.0,Married,House / apartment,1,1,0,4.0,3,38.0,16.0,0,180000.0,Working,Secondary / secondary special,2.0,0,1,Lower_Middle,45000.0,0.5
5010715,F,N,Y,0.0,Married,House / apartment,0,0,0,2.0,33,59.0,3.0,0,135000.0,Working,Secondary / secondary special,1.0,0,1,Lower_Middle,67500.0,0.0
5010716,F,N,Y,0.0,Married,House / apartment,0,0,0,2.0,28,59.0,3.0,0,135000.0,Working,Secondary / secondary special,1.0,0,1,Lower_Middle,67500.0,0.0
5010717,F,N,Y,0.0,Married,House / apartment,0,0,0,2.0,8,59.0,3.0,0,135000.0,Working,Secondary / secondary special,1.0,0,1,Lower_Middle,67500.0,0.0
5010722,F,N,Y,0.0,Married,House / apartment,0,0,0,2.0,44,59.0,3.0,0,135000.0,Working,Secondary / secondary special,1.0,0,1,Lower_Middle,67500.0,0.0
5010724,F,N,Y,0.0,Married,House / apartment,0,0,0,2.0,38,59.0,3.0,0,135000.0,Working,Secondary / secondary special,1.0,0,1,Lower_Middle,67500.0,0.0
5010725,F,N,Y,0.0,Married,House / apartment,0,0,0,2.0,41,59.0,3.0,0,135000.0,Working,Secondary / secondary special,1.0,0,1,Lower_Middle,67500.0,0.0
5010726,F,N,Y,0.0,Married,House / apartment,0,0,0,2.0,19,59.0,3.0,0,135000.0,Working,Secondary / secondary special,1.0,0,1,Lower_Middle,67500.0,0.0
5010727,F,N,Y,0.0,Married,House / apartment,0,0,0,2.0,2,59.0,3.0,0,135000.0,Working,Secondary / secondary special,1.0,0,1,Lower_Middle,67500.0,0.0
5010728,F,N,Y,0.0,Married,House / apartment,0,0,0,2.0,3,59.0,3.0,0,135000.0,Working,Secondary / secondary special,1.0,0,1,Lower_Middle,67500.0,0.0
5010729,F,N,Y,0.0,Married,House / apartment,0,0,0,2.0,12,59.0,3.0,0,135000.0,Working,Secondary / secondary special,1.0,0,1,Lower_Middle,67500.0,0.0
5010730,F,N,Y,0.0,Married,House / apartment,0,0,0,2.0,18,59.0,3.0,0,135000.0,Working,Secondary / secondary special,1.0,0,1,Lower_Middle,67500.0,0.0
5010731,F,N,Y,0.0,Married,House / apartment,0,0,0,2.0,28,59.0,3.0,0,135000.0,Working,Secondary / secondary special,1.0,0,1,Lower_Middle,67500.0,0.0
5010734,F,N,Y,0.0,Civil marriage,House / apartment,1,0,0,2.0,46,32.0,14.0,0,157500.0,Working,Secondary / secondary special,1.0,0,1,Lower_Middle,78750.0,0.0
5010735,F,N,Y,0.0,Civil marriage,House / apartment,1,0,0,2.0,4,32.0,14.0,0,157500.0,Working,Secondary / secondary special,1.0,0,1,Lower_Middle,78750.0,0.0
5010737,F,N,Y,0.0,Civil marriage,House / apartment,1,0,0,2.0,44,32.0,14.0,0,157500.0,Working,Secondary / secondary special,1.0,0,1,Lower_Middle,78750.0,0.0
5010739,F,N,Y,0.0,Civil marriage,House / apartment,1,0,0,2.0,5,32.0,14.0,0,157500.0,Working,Secondary / secondary special,1.0,0,1,Lower_Middle,78750.0,0.0
5010740,F,N,Y,0.0,Civil marriage,House / apartment,1,0,0,2.0,29,32.0,14.0,0,157500.0,Working,Secondary / secondary special,1.0,0,1,Lower_Middle,78750.0,0.0
5010741,F,N,Y,0.0,Civil marriage,House / apartment,1,0,0,2.0,33,32.0,14.0,0,157500.0,Working,Secondary / secondary special,1.0,0,1,Lower_Middle,78750.0,0.0
5010742,F,N,Y,0.0,Civil marriage,House / apartment,1,0,0,2.0,46,32.0,14.0,0,157500.0,Working,Secondary / secondary special,1.0,0,1,Lower_Middle,78750.0,0.0
5010743,M,Y,Y,0.0,Married,House / apartment,1,1,0,2.0,40,60.0,20.5,0,157500.0,Working,Secondary / secondary special,2.0,1,1,Lower_Middle,78750.0,0.0
5010745,M,Y,Y,0.0,Married,House / apartment,1,1,0,2.0,14,60.0,20.5,0,157500.0,Working,Secondary / secondary special,2.0,1,1,Lower_Middle,78750.0,0.0
5010746,M,Y,Y,0.0,Married,House / apartment,1,1,0,2.0,50,60.0,20.5,0,157500.0,Working,Secondary / secondary special,2.0,1,1,Lower_Middle,78750.0,0.0
5010747,M,Y,Y,0.0,Married,House / apartment,1,1,0,2.0,21,60.0,20.5,0,157500.0,Working,Secondary / secondary special,2.0,1,1,Lower_Middle,78750.0,0.0
5010760,F,Y,Y,1.0,Single / not married,House / apartment,0,0,0,2.0,27,38.0,1.0,0,112500.0,Working,Higher education,0.0,1,1,Lower_Middle,56250.0,0.5
5010761,F,Y,Y,1.0,Single / not married,House / apartment,0,0,0,2.0,32,38.0,1.0,0,112500.0,Working,Higher education,0.0,1,1,Lower_Middle,56250.0,0.5
5010762,F,Y,Y,1.0,Single / not married,House / apartment,0,0,0,2.0,11,38.0,1.0,0,112500.0,Working,Higher education,0.0,1,1,Lower_Middle,56250.0,0.5
5010763,F,Y,Y,1.0,Single / not married,House / apartment,0,0,0,2.0,51,38.0,1.0,0,112500.0,Working,Higher education,0.0,1,1,Lower_Middle,56250.0,0.5
5010764,M,N,Y,0.0,Single / not married,House / apartment,1,1,0,1.0,47,30.0,12.0,0,135000.0,Working,Secondary / secondary special,2.0,0,1,Lower_Middle,135000.0,0.0
5010765,M,N,Y,0.0,Single / not married,House / apartment,1,1,0,1.0,10,30.0,12.0,0,135000.0,Working,Secondary / secondary special,2.0,0,1,Lower_Middle,135000.0,0.0
5010766,M,N,Y,0.0,Single / not married,House / apartment,1,1,0,1.0,0,30.0,12.0,0,135000.0,Working,Secondary / secondary special,2.0,0,1,Lower_Middle,135000.0,0.0
5010767,M,N,Y,0.0,Single / not married,House / apartment,1,1,0,1.0,7,30.0,12.0,0,135000.0,Working,Secondary / secondary special,2.0,0,1,Lower_Middle,135000.0,0.0
5010768,M,N,Y,0.0,Single / not married,House / apartment,1,1,0,1.0,8,30.0,12.0,0,135000.0,Working,Secondary / secondary special,2.0,0,1,Lower_Middle,135000.0,0.0
5010769,M,N,Y,0.0,Single / not married,House / apartment,1,1,0,1.0,23,30.0,12.0,0,135000.0,Working,Secondary / secondary special,2.0,0,1,Lower_Middle,135000.0,0.0
5010770,M,N,Y,0.0,Single / not married,House / apartment,1,1,0,1.0,32,30.0,12.0,0,135000.0,Working,Secondary / secondary special,2.0,0,1,Lower_Middle,135000.0,0.0
